customer_id,date,amount,category,description,type
1001,2024-10-20 15:35:43.736032,28.45,Groceries,Groceries Purchase,debit
1001,2024-10-20 15:35:43.736032,358.05,Healthcare,Healthcare Purchase,debit
1001,2024-10-21 15:35:43.736032,223.35,Utilities,Utilities Purchase,debit
1001,2024-10-21 15:35:43.736032,464.09,Entertainment,Entertainment Purchase,debit
1001,2024-10-21 15:35:43.736032,18.6,Subscription,Subscription Purchase,debit
1001,2024-10-21 15:35:43.736032,499.77,Healthcare,Healthcare Purchase,debit
1001,2024-10-22 15:35:43.736032,112.16,Utilities,Utilities Purchase,debit
1001,2024-10-22 15:35:43.736032,36.18,Dining,Dining Purchase,debit
1001,2024-10-23 15:35:43.736032,246.49,Travel,Travel Purchase,debit
1001,2024-10-23 15:35:43.736032,165.16,Groceries,Groceries Purchase,debit
1001,2024-10-23 15:35:43.736032,24.07,Shopping,Shopping Purchase,debit
1001,2024-10-23 15:35:43.736032,75.19,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-10-24 15:35:43.736032,318.86,Travel,Travel Purchase,debit
1001,2024-10-25 15:35:43.736032,255.7,Groceries,Groceries Purchase,debit
1001,2024-10-25 15:35:43.736032,1158.73,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-10-26 15:35:43.736032,1564.31,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-10-26 15:35:43.736032,1012.83,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-10-28 15:35:43.736032,1.0,Subscription,Subscription Purchase,debit
1001,2024-10-28 15:35:43.736032,10.29,Subscription,Subscription Purchase,debit
1001,2024-10-28 15:35:43.736032,19.41,Subscription,Subscription Purchase,debit
1001,2024-10-29 15:35:43.736032,1035.52,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-10-29 15:35:43.736032,35.22,Dining,Dining Purchase,debit
1001,2024-10-30 15:35:43.736032,171.24,Transportation,Transportation Purchase,debit
1001,2024-10-31 15:35:43.736032,327.34,Groceries,Groceries Purchase,debit
1001,2024-11-01 15:35:43.736032,1509.25,Income,Salary Deposit,credit
1001,2024-11-01 15:35:43.736032,173.01,Utilities,Utilities Purchase,debit
1001,2024-11-01 15:35:43.736032,147.85,Utilities,Utilities Purchase,debit
1001,2024-11-01 15:35:43.736032,93.09,Transportation,Transportation Purchase,debit
1001,2024-11-01 15:35:43.736032,773.23,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-01 15:35:43.736032,93.68,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-11-02 15:35:43.736032,1124.1,Entertainment,Entertainment Purchase,debit
1001,2024-11-02 15:35:43.736032,122.9,Utilities,Utilities Purchase,debit
1001,2024-11-02 15:35:43.736032,517.28,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-11-02 15:35:43.736032,1.0,Groceries,Groceries Purchase,debit
1001,2024-11-03 15:35:43.736032,889.28,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-03 15:35:43.736032,4.48,Dining,Dining Purchase,debit
1001,2024-11-03 15:35:43.736032,75.37,Dining,Dining Purchase,debit
1001,2024-11-03 15:35:43.736032,3.03,Travel,Travel Purchase,debit
1001,2024-11-04 15:35:43.736032,224.03,Utilities,Utilities Purchase,debit
1001,2024-11-04 15:35:43.736032,130.12,Utilities,Utilities Purchase,debit
1001,2024-11-05 15:35:43.736032,31.1,Shopping,Shopping Purchase,debit
1001,2024-11-05 15:35:43.736032,610.59,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-05 15:35:43.736032,42.43,Transportation,Transportation Purchase,debit
1001,2024-11-05 15:35:43.736032,19.47,Shopping,Shopping Purchase,debit
1001,2024-11-06 15:35:43.736032,57.82,Dining,Dining Purchase,debit
1001,2024-11-07 15:35:43.736032,103.7,Transportation,Transportation Purchase,debit
1001,2024-11-07 15:35:43.736032,116.09,Shopping,Shopping Purchase,debit
1001,2024-11-07 15:35:43.736032,106.21,Groceries,Groceries Purchase,debit
1001,2024-11-08 15:35:43.736032,257.95,Groceries,Groceries Purchase,debit
1001,2024-11-09 15:35:43.736032,280.73,Groceries,Groceries Purchase,debit
1001,2024-11-09 15:35:43.736032,1052.43,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-09 15:35:43.736032,7.99,Subscription,Subscription Purchase,debit
1001,2024-11-10 15:35:43.736032,11.5,Subscription,Subscription Purchase,debit
1001,2024-11-11 15:35:43.736032,699.05,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-11 15:35:43.736032,23.93,Subscription,Subscription Purchase,debit
1001,2024-11-11 15:35:43.736032,572.46,Travel,Travel Purchase,debit
1001,2024-11-11 15:35:43.736032,51.45,Shopping,Shopping Purchase,debit
1001,2024-11-12 15:35:43.736032,22.29,Dining,Dining Purchase,debit
1001,2024-11-12 15:35:43.736032,7.82,Subscription,Subscription Purchase,debit
1001,2024-11-12 15:35:43.736032,71.26,Shopping,Shopping Purchase,debit
1001,2024-11-12 15:35:43.736032,1145.14,Healthcare,Healthcare Purchase,debit
1001,2024-11-13 15:35:43.736032,852.46,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-13 15:35:43.736032,189.03,Utilities,Utilities Purchase,debit
1001,2024-11-13 15:35:43.736032,7.67,Entertainment,Entertainment Purchase,debit
1001,2024-11-14 15:35:43.736032,622.3,Entertainment,Entertainment Purchase,debit
1001,2024-11-15 15:35:43.736032,1551.26,Income,Salary Deposit,credit
1001,2024-11-15 15:35:43.736032,154.42,Groceries,Groceries Purchase,debit
1001,2024-11-15 15:35:43.736032,167.45,Transportation,Transportation Purchase,debit
1001,2024-11-15 15:35:43.736032,19.35,Subscription,Subscription Purchase,debit
1001,2024-11-15 15:35:43.736032,73.74,Travel,Travel Purchase,debit
1001,2024-11-16 15:35:43.736032,90.11,Entertainment,Entertainment Purchase,debit
1001,2024-11-18 15:35:43.736032,102.42,Entertainment,Entertainment Purchase,debit
1001,2024-11-19 15:35:43.736032,97.96,Utilities,Utilities Purchase,debit
1001,2024-11-19 15:35:43.736032,61.55,Dining,Dining Purchase,debit
1001,2024-11-20 15:35:43.736032,750.07,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-20 15:35:43.736032,650.89,Entertainment,Entertainment Purchase,debit
1001,2024-11-20 15:35:43.736032,16.61,Transportation,Transportation Purchase,debit
1001,2024-11-21 15:35:43.736032,234.54,Shopping,Shopping Purchase,debit
1001,2024-11-21 15:35:43.736032,99.83,Dining,Dining Purchase,debit
1001,2024-11-21 15:35:43.736032,118.9,Transportation,Transportation Purchase,debit
1001,2024-11-21 15:35:43.736032,1.0,Dining,Dining Purchase,debit
1001,2024-11-22 15:35:43.736032,184.92,Groceries,Groceries Purchase,debit
1001,2024-11-22 15:35:43.736032,61.68,Dining,Dining Purchase,debit
1001,2024-11-23 15:35:43.736032,471.92,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-11-23 15:35:43.736032,131.6,Utilities,Utilities Purchase,debit
1001,2024-11-25 15:35:43.736032,926.43,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-25 15:35:43.736032,111.26,Insurance,Insurance Purchase,debit
1001,2024-11-26 15:35:43.736032,152.73,Transportation,Transportation Purchase,debit
1001,2024-11-27 15:35:43.736032,836.26,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-27 15:35:43.736032,45.18,Dining,Dining Purchase,debit
1001,2024-11-27 15:35:43.736032,22.95,Shopping,Shopping Purchase,debit
1001,2024-11-28 15:35:43.736032,173.32,Utilities,Utilities Purchase,debit
1001,2024-11-28 15:35:43.736032,1147.04,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-11-29 15:35:43.736032,180.04,Utilities,Utilities Purchase,debit
1001,2024-11-29 15:35:43.736032,153.16,Healthcare,Healthcare Purchase,debit
1001,2024-11-30 15:35:43.736032,83.15,Transportation,Transportation Purchase,debit
1001,2024-11-30 15:35:43.736032,76.78,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-12-01 15:35:43.736032,1552.8,Income,Salary Deposit,credit
1001,2024-12-01 15:35:43.736032,1088.67,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-01 15:35:43.736032,330.87,Groceries,Groceries Purchase,debit
1001,2024-12-01 15:35:43.736032,31.09,Subscription,Subscription Purchase,debit
1001,2024-12-02 15:35:43.736032,71.55,Dining,Dining Purchase,debit
1001,2024-12-02 15:35:43.736032,281.37,Insurance,Insurance Purchase,debit
1001,2024-12-02 15:35:43.736032,74.25,Shopping,Shopping Purchase,debit
1001,2024-12-02 15:35:43.736032,71.86,Dining,Dining Purchase,debit
1001,2024-12-02 15:35:43.736032,26.26,Dining,Dining Purchase,debit
1001,2024-12-03 15:35:43.736032,69.42,Transportation,Transportation Purchase,debit
1001,2024-12-03 15:35:43.736032,1.0,Dining,Dining Purchase,debit
1001,2024-12-05 15:35:43.736032,54.74,Dining,Dining Purchase,debit
1001,2024-12-05 15:35:43.736032,371.78,Travel,Travel Purchase,debit
1001,2024-12-06 15:35:43.736032,177.22,Entertainment,Entertainment Purchase,debit
1001,2024-12-06 15:35:43.736032,781.23,Healthcare,Healthcare Purchase,debit
1001,2024-12-07 15:35:43.736032,85.86,Dining,Dining Purchase,debit
1001,2024-12-08 15:35:43.736032,498.83,Entertainment,Entertainment Purchase,debit
1001,2024-12-08 15:35:43.736032,1.0,Transportation,Transportation Purchase,debit
1001,2024-12-08 15:35:43.736032,511.11,Healthcare,Healthcare Purchase,debit
1001,2024-12-09 15:35:43.736032,21.03,Subscription,Subscription Purchase,debit
1001,2024-12-09 15:35:43.736032,65.43,Dining,Dining Purchase,debit
1001,2024-12-09 15:35:43.736032,38.21,Dining,Dining Purchase,debit
1001,2024-12-10 15:35:43.736032,653.25,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-10 15:35:43.736032,1.0,Transportation,Transportation Purchase,debit
1001,2024-12-10 15:35:43.736032,122.43,Utilities,Utilities Purchase,debit
1001,2024-12-10 15:35:43.736032,38.95,Transportation,Transportation Purchase,debit
1001,2024-12-11 15:35:43.736032,220.04,Utilities,Utilities Purchase,debit
1001,2024-12-11 15:35:43.736032,23.52,Dining,Dining Purchase,debit
1001,2024-12-11 15:35:43.736032,45.59,Shopping,Shopping Purchase,debit
1001,2024-12-12 15:35:43.736032,323.84,Groceries,Groceries Purchase,debit
1001,2024-12-13 15:35:43.736032,20.2,Subscription,Subscription Purchase,debit
1001,2024-12-13 15:35:43.736032,49.91,Transportation,Transportation Purchase,debit
1001,2024-12-14 15:35:43.736032,16.4,Subscription,Subscription Purchase,debit
1001,2024-12-14 15:35:43.736032,687.83,Entertainment,Entertainment Purchase,debit
1001,2024-12-15 15:35:43.736032,1496.31,Income,Salary Deposit,credit
1001,2024-12-15 15:35:43.736032,28.35,Healthcare,Healthcare Purchase,debit
1001,2024-12-15 15:35:43.736032,162.02,Utilities,Utilities Purchase,debit
1001,2024-12-16 15:35:43.736032,94.37,Utilities,Utilities Purchase,debit
1001,2024-12-16 15:35:43.736032,80.95,Utilities,Utilities Purchase,debit
1001,2024-12-16 15:35:43.736032,52.48,Dining,Dining Purchase,debit
1001,2024-12-16 15:35:43.736032,1868.59,Entertainment,Entertainment Purchase,debit
1001,2024-12-17 15:35:43.736032,1008.46,Healthcare,Healthcare Purchase,debit
1001,2024-12-17 15:35:43.736032,146.98,Insurance,Insurance Purchase,debit
1001,2024-12-17 15:35:43.736032,237.21,Utilities,Utilities Purchase,debit
1001,2024-12-17 15:35:43.736032,1.2,Shopping,Shopping Purchase,debit
1001,2024-12-17 15:35:43.736032,32.76,Shopping,Shopping Purchase,debit
1001,2024-12-18 15:35:43.736032,342.76,Insurance,Insurance Purchase,debit
1001,2024-12-18 15:35:43.736032,192.78,Healthcare,Healthcare Purchase,debit
1001,2024-12-18 15:35:43.736032,735.25,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-18 15:35:43.736032,45.9,Dining,Dining Purchase,debit
1001,2024-12-19 15:35:43.736032,64.38,Shopping,Shopping Purchase,debit
1001,2024-12-19 15:35:43.736032,18.55,Subscription,Subscription Purchase,debit
1001,2024-12-19 15:35:43.736032,781.4,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-20 15:35:43.736032,840.27,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-20 15:35:43.736032,1147.53,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-21 15:35:43.736032,39.08,Dining,Dining Purchase,debit
1001,2024-12-22 15:35:43.736032,142.86,Insurance,Insurance Purchase,debit
1001,2024-12-22 15:35:43.736032,136.43,Groceries,Groceries Purchase,debit
1001,2024-12-23 15:35:43.736032,141.67,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-12-23 15:35:43.736032,193.8,Utilities,Utilities Purchase,debit
1001,2024-12-24 15:35:43.736032,110.22,Transportation,Transportation Purchase,debit
1001,2024-12-24 15:35:43.736032,13.33,Subscription,Subscription Purchase,debit
1001,2024-12-24 15:35:43.736032,63.13,Entertainment,Entertainment Purchase,debit
1001,2024-12-24 15:35:43.736032,43.03,Savings/Investment,Savings/Investment Purchase,debit
1001,2024-12-25 15:35:43.736032,1099.27,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-26 15:35:43.736032,79.23,Transportation,Transportation Purchase,debit
1001,2024-12-26 15:35:43.736032,841.61,Entertainment,Entertainment Purchase,debit
1001,2024-12-26 15:35:43.736032,1014.49,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2024-12-27 15:35:43.736032,25.64,Transportation,Transportation Purchase,debit
1001,2024-12-27 15:35:43.736032,2.85,Subscription,Subscription Purchase,debit
1001,2024-12-27 15:35:43.736032,165.02,Groceries,Groceries Purchase,debit
1001,2024-12-28 15:35:43.736032,156.6,Utilities,Utilities Purchase,debit
1001,2024-12-28 15:35:43.736032,20.15,Subscription,Subscription Purchase,debit
1001,2024-12-28 15:35:43.736032,200.64,Transportation,Transportation Purchase,debit
1001,2024-12-28 15:35:43.736032,11.79,Shopping,Shopping Purchase,debit
1001,2024-12-29 15:35:43.736032,14.71,Subscription,Subscription Purchase,debit
1001,2024-12-29 15:35:43.736032,113.92,Dining,Dining Purchase,debit
1001,2024-12-30 15:35:43.736032,91.55,Dining,Dining Purchase,debit
1001,2024-12-30 15:35:43.736032,226.12,Groceries,Groceries Purchase,debit
1001,2024-12-31 15:35:43.736032,63.13,Dining,Dining Purchase,debit
1001,2024-12-31 15:35:43.736032,124.99,Utilities,Utilities Purchase,debit
1001,2024-12-31 15:35:43.736032,44.37,Shopping,Shopping Purchase,debit
1001,2025-01-01 15:35:43.736032,1462.9,Income,Salary Deposit,credit
1001,2025-01-01 15:35:43.736032,76.97,Transportation,Transportation Purchase,debit
1001,2025-01-01 15:35:43.736032,159.35,Groceries,Groceries Purchase,debit
1001,2025-01-02 15:35:43.736032,152.38,Groceries,Groceries Purchase,debit
1001,2025-01-02 15:35:43.736032,609.03,Healthcare,Healthcare Purchase,debit
1001,2025-01-02 15:35:43.736032,72.24,Entertainment,Entertainment Purchase,debit
1001,2025-01-03 15:35:43.736032,1.0,Dining,Dining Purchase,debit
1001,2025-01-03 15:35:43.736032,346.46,Healthcare,Healthcare Purchase,debit
1001,2025-01-04 15:35:43.736032,104.98,Shopping,Shopping Purchase,debit
1001,2025-01-04 15:35:43.736032,243.67,Shopping,Shopping Purchase,debit
1001,2025-01-04 15:35:43.736032,1090.05,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-04 15:35:43.736032,737.85,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-04 15:35:43.736032,1141.62,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-06 15:35:43.736032,41.58,Dining,Dining Purchase,debit
1001,2025-01-06 15:35:43.736032,711.81,Education,Education Purchase,debit
1001,2025-01-06 15:35:43.736032,434.15,Entertainment,Entertainment Purchase,debit
1001,2025-01-08 15:35:43.736032,225.3,Savings/Investment,Savings/Investment Purchase,debit
1001,2025-01-09 15:35:43.736032,186.66,Healthcare,Healthcare Purchase,debit
1001,2025-01-09 15:35:43.736032,241.66,Groceries,Groceries Purchase,debit
1001,2025-01-10 15:35:43.736032,54.65,Transportation,Transportation Purchase,debit
1001,2025-01-10 15:35:43.736032,489.99,Healthcare,Healthcare Purchase,debit
1001,2025-01-10 15:35:43.736032,602.72,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-10 15:35:43.736032,140.95,Utilities,Utilities Purchase,debit
1001,2025-01-11 15:35:43.736032,28.84,Dining,Dining Purchase,debit
1001,2025-01-11 15:35:43.736032,6.7,Shopping,Shopping Purchase,debit
1001,2025-01-12 15:35:43.736032,39.52,Entertainment,Entertainment Purchase,debit
1001,2025-01-13 15:35:43.736032,13.04,Subscription,Subscription Purchase,debit
1001,2025-01-14 15:35:43.736032,1.0,Dining,Dining Purchase,debit
1001,2025-01-15 15:35:43.736032,1562.93,Income,Salary Deposit,credit
1001,2025-01-15 15:35:43.736032,61.25,Insurance,Insurance Purchase,debit
1001,2025-01-15 15:35:43.736032,187.52,Utilities,Utilities Purchase,debit
1001,2025-01-16 15:35:43.736032,118.01,Entertainment,Entertainment Purchase,debit
1001,2025-01-16 15:35:43.736032,20.57,Subscription,Subscription Purchase,debit
1001,2025-01-16 15:35:43.736032,1.0,Transportation,Transportation Purchase,debit
1001,2025-01-16 15:35:43.736032,56.27,Dining,Dining Purchase,debit
1001,2025-01-17 15:35:43.736032,1.0,Subscription,Subscription Purchase,debit
1001,2025-01-17 15:35:43.736032,474.11,Savings/Investment,Savings/Investment Purchase,debit
1001,2025-01-17 15:35:43.736032,37.49,Subscription,Subscription Purchase,debit
1001,2025-01-17 15:35:43.736032,839.99,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-17 15:35:43.736032,43.34,Dining,Dining Purchase,debit
1001,2025-01-18 15:35:43.736032,167.29,Shopping,Shopping Purchase,debit
1001,2025-01-19 15:35:43.736032,198.38,Utilities,Utilities Purchase,debit
1001,2025-01-19 15:35:43.736032,85.91,Healthcare,Healthcare Purchase,debit
1001,2025-01-20 15:35:43.736032,156.56,Utilities,Utilities Purchase,debit
1001,2025-01-20 15:35:43.736032,70.9,Dining,Dining Purchase,debit
1001,2025-01-20 15:35:43.736032,99.96,Shopping,Shopping Purchase,debit
1001,2025-01-21 15:35:43.736032,105.09,Utilities,Utilities Purchase,debit
1001,2025-01-21 15:35:43.736032,118.76,Utilities,Utilities Purchase,debit
1001,2025-01-21 15:35:43.736032,13.35,Dining,Dining Purchase,debit
1001,2025-01-21 15:35:43.736032,21.52,Dining,Dining Purchase,debit
1001,2025-01-22 15:35:43.736032,111.55,Healthcare,Healthcare Purchase,debit
1001,2025-01-22 15:35:43.736032,91.18,Entertainment,Entertainment Purchase,debit
1001,2025-01-22 15:35:43.736032,136.66,Insurance,Insurance Purchase,debit
1001,2025-01-23 15:35:43.736032,144.61,Healthcare,Healthcare Purchase,debit
1001,2025-01-23 15:35:43.736032,393.31,Savings/Investment,Savings/Investment Purchase,debit
1001,2025-01-24 15:35:43.736032,1090.7,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-24 15:35:43.736032,1162.61,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-25 15:35:43.736032,678.92,Entertainment,Entertainment Purchase,debit
1001,2025-01-25 15:35:43.736032,53.78,Dining,Dining Purchase,debit
1001,2025-01-26 15:35:43.736032,175.66,Travel,Travel Purchase,debit
1001,2025-01-26 15:35:43.736032,226.53,Insurance,Insurance Purchase,debit
1001,2025-01-26 15:35:43.736032,106.54,Transportation,Transportation Purchase,debit
1001,2025-01-27 15:35:43.736032,56.48,Dining,Dining Purchase,debit
1001,2025-01-27 15:35:43.736032,633.27,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-28 15:35:43.736032,269.4,Education,Education Purchase,debit
1001,2025-01-28 15:35:43.736032,947.35,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-29 15:35:43.736032,301.31,Education,Education Purchase,debit
1001,2025-01-29 15:35:43.736032,271.98,Travel,Travel Purchase,debit
1001,2025-01-29 15:35:43.736032,717.76,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-01-29 15:35:43.736032,90.95,Shopping,Shopping Purchase,debit
1001,2025-01-30 15:35:43.736032,82.36,Dining,Dining Purchase,debit
1001,2025-01-30 15:35:43.736032,1.0,Transportation,Transportation Purchase,debit
1001,2025-01-30 15:35:43.736032,49.47,Shopping,Shopping Purchase,debit
1001,2025-01-31 15:35:43.736032,355.21,Entertainment,Entertainment Purchase,debit
1001,2025-01-31 15:35:43.736032,22.03,Insurance,Insurance Purchase,debit
1001,2025-01-31 15:35:43.736032,11.27,Transportation,Transportation Purchase,debit
1001,2025-02-01 15:35:43.736032,1549.17,Income,Salary Deposit,credit
1001,2025-02-01 15:35:43.736032,386.94,Groceries,Groceries Purchase,debit
1001,2025-02-02 15:35:43.736032,23.15,Transportation,Transportation Purchase,debit
1001,2025-02-02 15:35:43.736032,163.23,Groceries,Groceries Purchase,debit
1001,2025-02-02 15:35:43.736032,64.6,Dining,Dining Purchase,debit
1001,2025-02-03 15:35:43.736032,13.83,Transportation,Transportation Purchase,debit
1001,2025-02-03 15:35:43.736032,231.17,Healthcare,Healthcare Purchase,debit
1001,2025-02-03 15:35:43.736032,1021.67,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-04 15:35:43.736032,229.27,Groceries,Groceries Purchase,debit
1001,2025-02-04 15:35:43.736032,1026.99,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-04 15:35:43.736032,373.31,Education,Education Purchase,debit
1001,2025-02-04 15:35:43.736032,13.22,Dining,Dining Purchase,debit
1001,2025-02-05 15:35:43.736032,49.06,Dining,Dining Purchase,debit
1001,2025-02-06 15:35:43.736032,55.27,Dining,Dining Purchase,debit
1001,2025-02-07 15:35:43.736032,662.34,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-07 15:35:43.736032,20.03,Subscription,Subscription Purchase,debit
1001,2025-02-07 15:35:43.736032,819.03,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-07 15:35:43.736032,33.96,Shopping,Shopping Purchase,debit
1001,2025-02-08 15:35:43.736032,202.63,Groceries,Groceries Purchase,debit
1001,2025-02-08 15:35:43.736032,760.27,Savings/Investment,Savings/Investment Purchase,debit
1001,2025-02-09 15:35:43.736032,3.24,Subscription,Subscription Purchase,debit
1001,2025-02-10 15:35:43.736032,737.57,Healthcare,Healthcare Purchase,debit
1001,2025-02-10 15:35:43.736032,27.0,Dining,Dining Purchase,debit
1001,2025-02-10 15:35:43.736032,58.27,Dining,Dining Purchase,debit
1001,2025-02-11 15:35:43.736032,79.13,Transportation,Transportation Purchase,debit
1001,2025-02-12 15:35:43.736032,1022.57,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-12 15:35:43.736032,224.58,Groceries,Groceries Purchase,debit
1001,2025-02-12 15:35:43.736032,99.47,Dining,Dining Purchase,debit
1001,2025-02-12 15:35:43.736032,18.51,Subscription,Subscription Purchase,debit
1001,2025-02-12 15:35:43.736032,285.43,Education,Education Purchase,debit
1001,2025-02-14 15:35:43.736032,1120.58,Rent/Mortgage,Rent/Mortgage Purchase,debit
1001,2025-02-14 15:35:43.736032,92.66,Entertainment,Entertainment Purchase,debit
1001,2025-02-14 15:35:43.736032,217.84,Utilities,Utilities Purchase,debit
1001,2025-02-15 15:35:43.736032,1587.04,Income,Salary Deposit,credit
1001,2025-02-15 15:35:43.736032,185.63,Shopping,Shopping Purchase,debit
